기간	자치구	동	인구	면적	인구밀도
2015	은평구	응암2동	23,264	0.78	29,826
2015	은평구	신사1동	28,541	0.84	33,977
2015	은평구	신사2동	22,193	1	22,193
2015	은평구	증산동	19,978	0.81	24,664
2015	은평구	수색동	16,723	1.29	12,964
2015	은평구	진관동	53,613	11.52	4,654
2015	은평구	불광2동	29,328	1.38	21,252
2015	은평구	응암3동	27,254	0.63	43,260
2015	은평구	역촌동	49,903	1.16	43,020
2015	서대문구	소계	323,105	17.61	18,351
2015	서대문구	천연동	20,114	0.97	20,736
2015	서대문구	홍제1동	24,438	1.23	19,868
2015	서대문구	홍제3동	19,614	0.81	24,215
2015	서대문구	홍제2동	15,446	1.05	14,710
2015	서대문구	홍은1동	24,842	1.58	15,723
2015	서대문구	홍은2동	30,401	2.06	14,758
2015	서대문구	남가좌1동	11,293	0.51	22,143
2015	서대문구	남가좌2동	27,549	0.77	35,778
2015	서대문구	북가좌1동	19,844	0.52	38,162
2015	서대문구	북가좌2동	34,629	0.84	41,225
2015	서대문구	충현동	19,376	1.12	17,300
2015	서대문구	북아현동	11,154	0.46	24,248
2015	서대문구	신촌동	22,545	2.63	8,572
2015	서대문구	연희동	41,860	3.05	13,725
2015	마포구	소계	398,351	23.84	16,706
2015	마포구	용강동	22,138	0.84	26,355
2015	마포구	대흥동	15,405	0.88	17,506
2015	마포구	염리동	16,005	0.43	37,221
2015	마포구	신수동	20,230	0.78	25,936
2015	마포구	서교동	28,125	1.65	17,045
2015	마포구	합정동	19,986	1.69	11,826
2015	마포구	망원1동	22,751	1.14	19,957
2015	마포구	망원2동	20,809	0.67	31,058
2015	마포구	연남동	19,157	0.65	29,472
2015	마포구	성산1동	21,272	0.8	26,590
2015	마포구	성산2동	40,265	2.07	19,452
2015	마포구	상암동	33,875	8.4	4,033
2015	마포구	도화동	23,403	0.62	37,747
2015	마포구	서강동	26,655	1.45	18,383
2015	마포구	공덕동	39,391	1.01	39,001
2015	마포구	아현동	28,884	0.76	38,005
2015	양천구	소계	489,010	17.4	28,098
2015	양천구	목1동	33,380	1.41	23,674
2015	양천구	목2동	31,694	1.03	30,771
2015	양천구	목3동	22,050	0.53	41,604
2015	양천구	목4동	28,044	0.57	49,200
2015	양천구	신월1동	23,851	0.65	36,694
2015	양천구	신월2동	23,422	0.61	38,397
2015	양천구	신월3동	18,461	0.87	21,220
2015	양천구	신월4동	19,914	0.52	38,296
2015	양천구	신월5동	16,490	0.69	23,899
2015	양천구	신월6동	11,841	0.41	28,880
2015	양천구	신월7동	23,919	1.19	20,100
2015	양천구	신정1동	18,979	0.7	27,113
2015	양천구	신정2동	21,953	0.52	42,217
2015	양천구	신정3동	55,866	2.72	20,539
2015	양천구	신정6동	26,375	0.96	27,474
2015	양천구	신정7동	32,030	1.21	26,471
2015	양천구	목5동	44,545	1.81	24,610
2015	양천구	신정4동	36,196	1.01	35,838
2015	강서구	소계	595,691	41.44	14,376
2015	강서구	염창동	42,118	1.74	24,206
2015	강서구	등촌1동	22,726	0.59	38,519
2015	강서구	등촌2동	21,706	0.92	23,593
2015	강서구	등촌3동	35,567	0.79	45,022
2015	강서구	화곡본동	36,575	1.11	32,950
2015	강서구	화곡2동	20,246	0.47	43,077
2015	강서구	화곡3동	23,556	0.51	46,188
2015	강서구	화곡4동	23,382	0.82	28,515
2015	강서구	화곡6동	25,778	1.12	23,016
2015	강서구	화곡8동	27,311	0.53	51,530
2015	강서구	가양1동	24,996	4.7	5,318
2015	강서구	가양2동	16,775	1	16,775
2015	강서구	가양3동	17,696	0.99	17,875
2015	강서구	발산1동	40,424	2.96	13,657
2015	강서구	공항동	21,088	10.87	1,940
2015	강서구	방화1동	43,914	1.04	42,225
2015	강서구	방화2동	25,212	6.41	3,933
2015	강서구	방화3동	26,257	2.38	11,032
2015	강서구	화곡1동	53,295	1.12	47,585
2015	강서구	우장산동	47,069	1.36	34,610
2015	구로구	소계	454,604	20.12	22,596
2015	구로구	신도림동	38,233	1.47	26,009
2015	구로구	구로1동	22,886	1.02	22,437
2015	구로구	구로3동	28,449	1.02	27,891
2015	구로구	구로4동	29,517	0.46	64,167
2015	구로구	구로5동	34,993	1.03	33,974
2015	구로구	고척1동	25,646	1.16	22,109
2015	구로구	고척2동	30,491	1.02	29,893
2015	구로구	개봉2동	34,765	0.8	43,456
2015	구로구	개봉3동	22,472	0.81	27,743
2015	구로구	오류1동	21,999	0.59	37,286
2015	구로구	오류2동	46,230	4.6	10,050
2015	구로구	수궁동	25,832	2.67	9,675
2015	구로구	가리봉동	18,934	0.4	47,335
2015	구로구	구로2동	38,125	1.76	21,662
2015	구로구	개봉1동	36,032	1.31	27,505
2015	금천구	소계	256,167	13.02	19,675
2015	금천구	가산동	23,926	2.5	9,570
2015	금천구	독산1동	34,010	2.09	16,273
2015	금천구	독산2동	23,644	0.6	39,407
2015	금천구	독산3동	32,016	0.92	34,800
2015	금천구	독산4동	19,806	0.59	33,569
2015	금천구	시흥1동	38,520	1.71	22,526
2015	금천구	시흥2동	24,445	1.26	19,401
2015	금천구	시흥3동	12,689	1.07	11,859
2015	금천구	시흥4동	23,953	0.87	27,532
2015	금천구	시흥5동	23,158	1.39	16,660
2015	영등포구	소계	417,811	24.53	17,033
2015	영등포구	여의동	34,094	8.41	4,054
2015	영등포구	당산1동	21,433	0.75	28,577
2015	영등포구	당산2동	36,016	1.55	23,236
2015	영등포구	양평1동	17,334	0.88	19,698
2015	영등포구	양평2동	22,227	3	7,409
2015	영등포구	신길1동	22,246	0.66	33,706
2015	영등포구	신길3동	16,576	0.48	34,533
2015	영등포구	신길4동	13,186	0.35	37,674
2015	영등포구	신길5동	17,854	0.47	37,987
2015	영등포구	신길6동	23,903	0.68	35,151
2015	영등포구	신길7동	15,212	0.64	23,769
2015	영등포구	대림1동	18,946	0.49	38,665
2015	영등포구	대림2동	24,461	0.55	44,475
2015	영등포구	대림3동	31,178	1	31,178
2015	영등포구	영등포본동	26,898	1.02	26,371
2015	영등포구	영등포동	20,471	1.26	16,247
2015	영등포구	도림동	23,650	0.89	26,573
2015	영등포구	문래동	32,126	1.49	21,561
2015	동작구	소계	412,774	16.35	25,240
2015	동작구	노량진2동	15,374	0.65	23,652
2015	동작구	상도1동	48,387	1.51	32,044
2015	동작구	상도2동	24,880	0.97	25,649
2015	동작구	상도3동	25,490	0.6	42,483
2015	동작구	상도4동	30,151	0.75	40,201
2015	동작구	사당1동	23,877	0.79	30,224
2015	동작구	사당3동	24,835	0.92	26,995
2015	동작구	사당4동	15,279	0.38	40,208
2015	동작구	사당5동	13,718	0.57	24,067
2015	동작구	대방동	40,321	1.55	26,014
2015	동작구	신대방1동	28,145	0.62	45,395
2015	동작구	신대방2동	21,587	1.03	20,958
2015	동작구	흑석동	35,941	1.68	21,393
2015	동작구	노량진1동	33,850	1.58	21,424
2015	동작구	사당2동	30,939	2.75	11,251
2015	관악구	소계	529,031	29.57	17,891
2015	관악구	보라매동	26,976	0.76	35,495
2015	관악구	청림동	17,128	0.3	57,093
2015	관악구	행운동	30,368	0.72	42,178
2015	관악구	낙성대동	18,368	2.27	8,092
2015	관악구	중앙동	15,359	0.39	39,382
2015	관악구	인헌동	28,098	1.08	26,017
2015	관악구	남현동	18,568	3.27	5,678
2015	관악구	서원동	24,108	0.65	37,089
2015	관악구	신원동	20,389	0.55	37,071
2015	관악구	서림동	25,468	0.99	25,725
2015	관악구	신사동	26,976	0.64	42,150
2015	관악구	신림동	20,867	0.54	38,643
2015	관악구	난향동	17,257	0.8	21,571
2015	관악구	조원동	20,489	0.67	30,581
2015	관악구	대학동	23,766	8.3	2,863
2015	관악구	은천동	36,699	0.78	47,050
2015	관악구	성현동	34,294	0.68	50,432
2015	관악구	청룡동	30,849	1.18	26,143
2015	관악구	난곡동	30,810	0.96	32,094
2015	관악구	삼성동	28,164	2.66	10,588
2015	관악구	미성동	34,030	1.38	24,659
2015	서초구	소계	451,258	47	9,601
2015	서초구	서초1동	21,385	1.42	15,060
2015	서초구	서초2동	21,467	1.24	17,312
2015	서초구	서초3동	30,491	2.93	10,406
2015	서초구	서초4동	29,056	0.88	33,018
2015	서초구	잠원동	34,015	1.76	19,327
2015	서초구	반포본동	13,317	1.01	13,185
2015	서초구	반포1동	30,849	1	30,849
2015	서초구	반포2동	19,881	1.35	14,727
2015	서초구	반포3동	20,920	1.28	16,344
2015	서초구	반포4동	20,745	1.43	14,507
2015	서초구	방배본동	22,153	0.67	33,064
2015	서초구	방배1동	17,538	0.7	25,054
2015	서초구	방배2동	28,361	1.93	14,695
2015	서초구	방배3동	24,400	2.4	10,167
2015	서초구	방배4동	26,446	0.98	26,986
2015	서초구	양재1동	47,859	5.76	8,309
2015	서초구	양재2동	23,633	7.58	3,118
2015	서초구	내곡동	18,742	12.68	1,478
2015	강남구	소계	581,760	39.5	14,728
2015	강남구	신사동	18,570	1.89	9,825
2015	강남구	논현1동	25,307	1.25	20,246
2015	강남구	논현2동	23,082	1.47	15,702
2015	강남구	삼성1동	15,531	1.94	8,006
2015	강남구	삼성2동	31,343	1.24	25,277
2015	강남구	대치1동	23,283	0.79	29,472
2015	강남구	대치4동	21,630	0.73	29,630
2015	강남구	역삼1동	36,450	2.35	15,511
2015	강남구	역삼2동	36,314	1.15	31,577
2015	강남구	도곡1동	22,693	1.02	22,248
2015	강남구	도곡2동	35,307	1.02	34,615
2015	강남구	개포1동	21,700	1.27	17,087
2015	강남구	개포4동	22,135	1.49	14,856
2015	강남구	일원본동	25,350	2.58	9,826
2015	강남구	일원1동	17,627	0.92	19,160
2015	강남구	일원2동	16,621	1.24	13,404
2015	강남구	수서동	15,732	1.43	11,001
2015	강남구	세곡동	43,302	6.36	6,808
2015	강남구	압구정동	28,735	2.53	11,358
2015	강남구	청담동	31,129	2.33	13,360
2015	강남구	대치2동	42,565	2	21,283
2015	강남구	개포2동	27,354	2.51	10,898
2015	송파구	소계	667,480	33.88	19,704
2015	송파구	풍납1동	18,782	0.77	24,392
2015	송파구	풍납2동	27,259	1.59	17,144
2015	송파구	거여1동	15,228	0.51	29,859
2015	송파구	거여2동	24,101	0.53	45,474
2015	송파구	마천1동	23,255	0.58	40,095
2015	송파구	마천2동	21,683	0.89	24,363
2015	송파구	방이1동	16,617	0.5	33,234
2015	송파구	방이2동	25,848	0.8	32,310
2015	송파구	오륜동	19,999	3.17	6,309
2015	송파구	오금동	37,291	1.65	22,601
2015	송파구	송파1동	27,046	0.79	34,235
2015	송파구	송파2동	22,275	0.53	42,028
2015	송파구	석촌동	35,478	0.95	37,345
2015	송파구	삼전동	34,293	0.95	36,098
2015	송파구	가락본동	28,918	1.13	25,591
2015	송파구	가락1동	968	1.34	722
2015	송파구	가락2동	35,434	0.96	36,910
2015	송파구	문정1동	22,013	0.56	39,309
2015	송파구	문정2동	18,824	2.2	8,556
2015	송파구	장지동	35,930	1.37	26,226
2015	송파구	위례동	12,030	2.55	4,718
2015	송파구	잠실본동	30,898	0.94	32,870
2015	송파구	잠실4동	30,924	1.56	19,823
2015	송파구	잠실6동	17,826	2.79	6,389
2015	송파구	잠실7동	10,433	0.6	17,388
2015	송파구	잠실2동	37,033	2.18	16,988
2015	송파구	잠실3동	37,094	1.49	24,895
2015	강동구	소계	463,321	24.59	18,842
2015	강동구	강일동	34,023	2.8	12,151
2015	강동구	상일동	24,471	2.65	9,234
2015	강동구	명일1동	23,430	0.61	38,410
2015	강동구	명일2동	18,672	0.97	19,249
2015	강동구	고덕1동	16,548	1.73	9,565
2015	강동구	고덕2동	9,223	2.01	4,589
2015	강동구	암사2동	16,159	1.18	13,694
2015	강동구	암사3동	19,249	2.51	7,669
2015	강동구	천호1동	29,636	0.71	41,741
2015	강동구	천호3동	26,047	0.79	32,971
2015	강동구	성내1동	19,657	0.58	33,891
2015	강동구	성내2동	26,227	0.67	39,145
2015	강동구	성내3동	25,189	0.71	35,477
2015	강동구	둔촌1동	19,264	0.92	20,939
2015	강동구	둔촌2동	28,988	0.98	29,580
2015	강동구	암사1동	37,753	1.02	37,013
2015	강동구	천호2동	37,065	1.57	23,608
2015	강동구	길동	51,720	2.17	23,834
