기간	자치구	동	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황
기간	자치구	동	계	국공립	사회복지법인	법인·단체 등	민간	가정	부모협동	직장	계	국공립	사회복지법인	법인·단체 등	민간	가정	부모협동	직장
2014	구로구	신도림동	921	143	-	-	401	377	-	-	900	138	-	-	391	371	-	-
2014	구로구	구로1동	714	164	-	63	27	388	-	72	688	159	-	63	27	375	-	64
2014	구로구	구로3동	831	258	-	153	95	276	-	49	738	235	-	142	88	236	-	37
2014	구로구	구로4동	798	237	-	-	241	320	-	-	746	223	-	-	226	297	-	-
2014	구로구	구로5동	1,206	219	-	138	676	173	-	-	1,124	210	-	129	613	172	-	-
2014	구로구	고척1동	815	84	146	-	443	142	-	-	734	83	137	-	380	134	-	-
2014	구로구	고척2동	1,047	79	86	60	680	142	-	-	963	79	79	41	626	138	-	-
2014	구로구	개봉2동	1,053	96	-	-	556	401	-	-	1,005	90	-	-	518	397	-	-
2014	구로구	개봉3동	883	187	-	74	484	138	-	-	802	147	-	63	464	128	-	-
2014	구로구	오류1동	722	229	-	-	287	74	19	113	645	174	-	-	274	74	19	104
2014	구로구	오류2동	1,814	803	-	-	380	538	39	54	1,646	698	-	-	336	519	39	54
2014	구로구	수궁동	824	210	-	-	473	82	59	-	755	204	-	-	410	82	59	-
2014	구로구	가리봉동	355	126	-	58	151	20	-	-	248	108	-	46	89	5	-	-
2014	구로구	구로2동	1,092	197	-	-	700	114	-	81	979	170	-	-	644	101	-	64
2014	구로구	개봉1동	1,043	159	79	21	563	221	-	-	926	88	77	17	534	210	-	-
2014	금천구	소계	8,653	1,686	223	995	3,848	1,554	14	333	7,419	1,472	223	823	3,280	1,356	11	254
2014	금천구	가산동	912	174	-	263	199	57	-	219	744	154	-	244	156	24	-	166
2014	금천구	독산1동	708	196	-	79	74	310	-	49	661	189	-	69	70	293	-	40
2014	금천구	독산2동	1,162	178	-	60	759	165	-	-	988	165	-	34	657	132	-	-
2014	금천구	독산3동	789	173	-	49	497	70	-	-	740	152	-	44	483	61	-	-
2014	금천구	독산4동	774	215	-	-	516	43	-	-	620	164	-	-	428	28	-	-
2014	금천구	시흥1동	1,015	197	-	188	273	292	-	65	920	190	-	166	234	282	-	48
2014	금천구	시흥2동	580	75	-	40	66	399	-	-	505	71	-	36	58	340	-	-
2014	금천구	시흥3동	248	99	-	89	60	-	-	-	222	88	-	74	60	-	-	-
2014	금천구	시흥4동	1,047	194	-	156	588	109	-	-	829	143	-	132	453	101	-	-
2014	금천구	시흥5동	1,418	185	223	71	816	109	14	-	1,190	156	223	24	681	95	11	-
2014	영등포구	소계	11,439	2,023	123	166	5,086	2,136	-	1,905	10,081	1,841	108	154	4,543	1,939	-	1,496
2014	영등포구	여의동	2,022	45	-	-	36	139	-	1,802	1,627	39	-	-	36	139	-	1,413
2014	영등포구	당산1동	471	106	-	-	219	109	-	37	444	98	-	-	211	104	-	31
2014	영등포구	당산2동	752	-	-	-	483	269	-	-	690	-	-	-	426	264	-	-
2014	영등포구	양평1동	413	158	-	-	154	101	-	-	397	147	-	-	150	100	-	-
2014	영등포구	양평2동	618	64	44	86	107	251	-	66	565	60	38	79	95	241	-	52
2014	영등포구	신길1동	558	94	-	-	360	104	-	-	503	86	-	-	342	75	-	-
2014	영등포구	신길3동	409	59	-	-	253	97	-	-	365	50	-	-	235	80	-	-
2014	영등포구	신길4동	534	148	-	40	334	12	-	-	519	142	-	38	331	8	-	-
2014	영등포구	신길5동	285	117	-	-	168	-	-	-	266	108	-	-	158	-	-	-
2014	영등포구	신길6동	914	227	-	-	545	142	-	-	814	218	-	-	479	117	-	-
2014	영등포구	신길7동	442	137	-	-	214	91	-	-	325	135	-	-	119	71	-	-
2014	영등포구	대림1동	535	59	-	-	379	97	-	-	405	51	-	-	285	69	-	-
2014	영등포구	대림2동	489	89	-	-	380	20	-	-	407	82	-	-	305	20	-	-
2014	영등포구	대림3동	898	229	-	-	500	169	-	-	843	210	-	-	480	153	-	-
2014	영등포구	영등포본동	497	133	-	-	210	154	-	-	463	118	-	-	198	147	-	-
2014	영등포구	영등포동	467	141	-	-	306	20	-	-	405	107	-	-	278	20	-	-
2014	영등포구	도림동	373	133	79	40	43	78	-	-	338	115	70	37	43	73	-	-
2014	영등포구	문래동	762	84	-	-	395	283	-	-	705	75	-	-	372	258	-	-
2014	동작구	소계	9,803	2,818	103	101	4,543	1,992	49	197	8,827	2,667	84	97	3,936	1,858	42	143
2014	동작구	노량진2동	233	139	-	-	59	-	-	35	222	133	-	-	57	-	-	32
2014	동작구	상도1동	1,156	523	63	-	327	205	-	38	1,073	515	50	-	306	178	-	24
2014	동작구	상도2동	697	178	-	-	295	224	-	-	642	156	-	-	279	207	-	-
2014	동작구	상도3동	853	144	-	-	642	67	-	-	749	140	-	-	550	59	-	-
2014	동작구	상도4동	911	123	-	-	554	185	49	-	789	118	-	-	451	178	42	-
2014	동작구	사당1동	741	213	-	62	446	20	-	-	682	207	-	59	396	20	-	-
2014	동작구	사당3동	557	256	-	-	206	95	-	-	532	244	-	-	193	95	-	-
2014	동작구	사당4동	380	47	-	-	275	58	-	-	373	47	-	-	269	57	-	-
2014	동작구	사당5동	318	178	-	-	55	85	-	-	296	166	-	-	54	76	-	-
2014	동작구	대방동	666	241	20	-	270	135	-	-	642	235	17	-	255	135	-	-
2014	동작구	신대방1동	659	128	-	-	396	135	-	-	557	106	-	-	329	122	-	-
2014	동작구	신대방2동	441	120	-	-	97	120	-	104	374	117	-	-	90	95	-	72
2014	동작구	흑석동	876	218	-	-	496	142	-	20	680	212	-	-	314	139	-	15
2014	동작구	노량진1동	636	150	-	39	173	274	-	-	576	122	-	38	158	258	-	-
2014	동작구	사당2동	679	160	20	-	252	247	-	-	640	149	17	-	235	239	-	-
2014	관악구	소계	12,186	3,221	171	609	4,946	2,551	37	651	11,169	2,944	132	530	4,650	2,356	37	520
2014	관악구	보라매동	708	79	-	-	550	79	-	-	680	72	-	-	536	72	-	-
2014	관악구	청림동	559	105	-	-	53	401	-	-	507	101	-	-	51	355	-	-
2014	관악구	행운동	555	65	-	94	234	162	-	-	499	49	-	93	200	157	-	-
2014	관악구	낙성대동	892	75	-	132	155	20	-	510	758	72	-	129	152	19	-	386
2014	관악구	중앙동	301	79	-	49	161	12	-	-	262	76	-	49	129	8	-	-
2014	관악구	인헌동	641	88	-	-	460	93	-	-	610	88	-	-	430	92	-	-
2014	관악구	남현동	398	59	-	88	128	59	-	64	356	57	-	76	103	56	-	64
2014	관악구	서원동	388	153	-	-	167	68	-	-	358	136	-	-	161	61	-	-
2014	관악구	신원동	511	139	-	-	328	16	-	28	454	115	-	-	303	13	-	23
2014	관악구	서림동	369	126	39	-	76	128	-	-	331	111	30	-	75	115	-	-
2014	관악구	신사동	559	119	-	-	379	61	-	-	514	100	-	-	360	54	-	-
2014	관악구	신림동	219	137	-	-	82	-	-	-	213	135	-	-	78	-	-	-
2014	관악구	난향동	534	126	-	-	179	229	-	-	515	122	-	-	169	224	-	-
2014	관악구	조원동	547	163	-	-	306	78	-	-	501	156	-	-	278	67	-	-
2014	관악구	대학동	315	79	-	140	39	57	-	-	242	63	-	84	39	56	-	-
2014	관악구	은천동	1,011	379	-	-	345	287	-	-	941	337	-	-	327	277	-	-
2014	관악구	성현동	929	154	40	-	308	390	37	-	840	127	32	-	297	347	37	-
2014	관악구	청룡동	676	237	-	49	250	91	-	49	646	229	-	49	238	83	-	47
2014	관악구	난곡동	727	178	52	37	406	54	-	-	699	175	50	33	393	48	-	-
2014	관악구	삼성동	601	381	40	20	46	114	-	-	535	339	20	17	46	113	-	-
2014	관악구	미성동	746	300	-	-	294	152	-	-	708	284	-	-	285	139	-	-
2014	서초구	소계	9,194	2,811	-	237	2,934	1,825	82	1,305	8,665	2,710	-	232	2,821	1,781	76	1,045
2014	서초구	서초1동	648	162	-	-	152	40	-	294	571	158	-	-	145	40	-	228
2014	서초구	서초2동	704	106	-	-	85	130	-	383	588	97	-	-	70	124	-	297
2014	서초구	서초3동	589	108	-	-	110	55	49	267	540	99	-	-	110	52	45	234
2014	서초구	서초4동	176	-	-	-	136	40	-	-	170	-	-	-	132	38	-	-
2014	서초구	잠원동	356	86	-	-	117	153	-	-	346	77	-	-	117	152	-	-
2014	서초구	반포본동	75	-	-	-	-	48	-	27	69	-	-	-	-	48	-	21
2014	서초구	반포1동	446	174	-	-	193	79	-	-	436	167	-	-	193	76	-	-
2014	서초구	반포2동	386	107	-	-	219	60	-	-	371	106	-	-	209	56	-	-
2014	서초구	반포3동	528	169	-	-	69	290	-	-	522	165	-	-	68	289	-	-
2014	서초구	반포4동	745	506	-	-	161	55	-	23	727	494	-	-	159	53	-	21
2014	서초구	방배본동	95	-	-	-	46	-	-	49	72	-	-	-	45	-	-	27
2014	서초구	방배1동	162	30	-	-	75	57	-	-	158	30	-	-	72	56	-	-
2014	서초구	방배2동	798	138	-	237	312	111	-	-	754	136	-	232	284	102	-	-
2014	서초구	방배3동	419	255	-	-	106	58	-	-	400	239	-	-	106	55	-	-
2014	서초구	방배4동	532	75	-	-	347	110	-	-	499	75	-	-	315	109	-	-
2014	서초구	양재1동	1,412	290	-	-	569	471	33	49	1,378	277	-	-	562	464	31	44
2014	서초구	양재2동	568	301	-	-	237	30	-	-	558	295	-	-	234	29	-	-
2014	서초구	내곡동	555	304	-	-	-	38	-	213	506	295	-	-	-	38	-	173
2014	강남구	소계	11,264	4,478	-	-	3,767	1,672	-	1,347	10,041	4,070	-	-	3,446	1,579	-	946
2014	강남구	신사동	303	234	-	-	49	20	-	-	269	223	-	-	32	14	-	-
2014	강남구	논현1동	425	183	-	-	213	29	-	-	381	161	-	-	198	22	-	-
2014	강남구	논현2동	272	114	-	-	93	-	-	65	227	107	-	-	91	-	-	29
2014	강남구	삼성1동	614	308	-	-	68	-	-	238	490	283	-	-	60	-	-	147
2014	강남구	삼성2동	844	139	-	-	418	97	-	190	712	119	-	-	359	94	-	140
2014	강남구	대치1동	188	99	-	-	89	-	-	-	152	83	-	-	69	-	-	-
2014	강남구	대치4동	603	230	-	-	206	20	-	147	542	210	-	-	183	20	-	129
2014	강남구	역삼1동	709	69	-	-	363	19	-	258	565	55	-	-	320	19	-	171
2014	강남구	역삼2동	479	209	-	-	211	59	-	-	419	167	-	-	198	54	-	-
2014	강남구	도곡1동	411	159	-	-	173	79	-	-	379	154	-	-	149	76	-	-
2014	강남구	도곡2동	343	270	-	-	34	39	-	-	315	245	-	-	33	37	-	-
2014	강남구	개포1동	225	13	-	-	138	74	-	-	211	11	-	-	136	64	-	-
2014	강남구	개포4동	830	312	-	-	420	98	-	-	761	273	-	-	394	94	-	-
2014	강남구	일원본동	754	95	-	-	287	122	-	250	678	89	-	-	272	100	-	217
2014	강남구	일원1동	520	116	-	-	324	80	-	-	508	110	-	-	320	78	-	-
2014	강남구	일원2동	469	189	-	-	64	146	-	70	426	176	-	-	61	144	-	45
2014	강남구	수서동	469	249	-	-	106	40	-	74	402	230	-	-	102	39	-	31
2014	강남구	세곡동	1,325	682	-	-	132	511	-	-	1,266	653	-	-	122	491	-	-
2014	강남구	압구정동	272	228	-	-	44	-	-	-	224	200	-	-	24	-	-	-
2014	강남구	청담동	481	203	-	-	223	-	-	55	417	167	-	-	213	-	-	37
2014	강남구	대치2동	434	303	-	-	21	110	-	-	410	282	-	-	21	107	-	-
2014	강남구	개포2동	294	74	-	-	91	129	-	-	287	72	-	-	89	126	-	-
2014	송파구	소계	17,053	3,137	84	276	8,195	4,522	-	839	15,473	2,913	77	217	7,463	4,095	-	708
2014	송파구	풍납1동	360	90	-	-	177	93	-	-	335	88	-	-	154	93	-	-
2014	송파구	풍납2동	1,278	268	-	-	454	256	-	300	1,136	249	-	-	376	222	-	289
2014	송파구	거여1동	782	133	84	-	428	137	-	-	721	131	77	-	388	125	-	-
2014	송파구	거여2동	633	176	-	-	290	167	-	-	560	157	-	-	261	142	-	-
2014	송파구	마천1동	687	283	-	60	231	113	-	-	654	276	-	53	217	108	-	-
2014	송파구	마천2동	918	180	-	61	478	199	-	-	789	156	-	45	401	187	-	-
2014	송파구	방이1동	381	-	-	-	324	57	-	-	361	-	-	-	311	50	-	-
2014	송파구	방이2동	552	-	-	20	380	152	-	-	489	-	-	19	348	122	-	-
2014	송파구	오륜동	93	-	-	-	-	-	-	93	59	-	-	-	-	-	-	59
2014	송파구	오금동	855	113	-	-	570	172	-	-	727	112	-	-	448	167	-	-
2014	송파구	송파1동	699	284	-	20	239	119	-	37	657	270	-	20	219	113	-	35
2014	송파구	송파2동	281	-	-	-	187	94	-	-	272	-	-	-	179	93	-	-
2014	송파구	석촌동	1,019	130	-	20	772	97	-	-	913	84	-	19	718	92	-	-
2014	송파구	삼전동	1,065	80	-	64	889	32	-	-	992	78	-	32	850	32	-	-
2014	송파구	가락본동	825	131	-	-	453	177	-	64	707	127	-	-	367	153	-	60
2014	송파구	가락1동	107	88	-	-	-	19	-	-	83	66	-	-	-	17	-	-
2014	송파구	가락2동	1,282	150	-	-	922	178	-	32	1,190	117	-	-	896	154	-	23
2014	송파구	문정1동	533	91	-	-	325	117	-	-	496	91	-	-	306	99	-	-
2014	송파구	문정2동	77	-	-	-	-	77	-	-	77	-	-	-	-	77	-	-
2014	송파구	장지동	1,658	454	-	-	396	808	-	-	1,457	442	-	-	381	634	-	-
2014	송파구	잠실본동	732	108	-	31	544	49	-	-	690	106	-	29	511	44	-	-
2014	송파구	잠실4동	824	166	-	-	28	582	-	48	800	154	-	-	27	578	-	41
2014	송파구	잠실6동	432	-	-	-	-	167	-	265	362	-	-	-	-	161	-	201
2014	송파구	잠실2동	477	182	-	-	-	295	-	-	450	180	-	-	-	270	-	-
2014	송파구	잠실3동	503	30	-	-	108	365	-	-	496	29	-	-	105	362	-	-
2014	강동구	소계	13,676	2,542	87	168	7,752	2,953	-	174	12,079	2,242	82	153	6,870	2,595	-	137
2014	강동구	강일동	1,480	223	-	-	398	739	-	120	1,222	218	-	-	310	608	-	86
2014	강동구	상일동	664	181	-	-	290	193	-	-	556	157	-	-	256	143	-	-
2014	강동구	명일1동	899	74	-	-	549	276	-	-	815	74	-	-	496	245	-	-
2014	강동구	명일2동	297	-	-	-	199	98	-	-	199	-	-	-	118	81	-	-
2014	강동구	고덕1동	504	201	-	-	246	57	-	-	395	165	-	-	179	51	-	-
2014	강동구	고덕2동	425	79	-	-	212	134	-	-	366	77	-	-	176	113	-	-
2014	강동구	암사2동	646	102	-	-	334	210	-	-	610	94	-	-	320	196	-	-
2014	강동구	암사3동	511	142	-	-	211	158	-	-	434	76	-	-	202	156	-	-
2014	강동구	천호1동	879	221	-	-	518	140	-	-	810	215	-	-	458	137	-	-
2014	강동구	천호3동	621	79	-	-	444	98	-	-	572	69	-	-	419	84	-	-
2014	강동구	성내1동	859	170	-	-	501	134	-	54	795	164	-	-	453	127	-	51
2014	강동구	성내2동	721	80	-	-	581	60	-	-	685	80	-	-	553	52	-	-
2014	강동구	성내3동	716	94	-	-	564	58	-	-	671	87	-	-	529	55	-	-
2014	강동구	둔촌1동	112	-	-	-	-	112	-	-	89	-	-	-	-	89	-	-
2014	강동구	둔촌2동	778	235	87	-	282	174	-	-	735	219	82	-	270	164	-	-
2014	강동구	암사1동	1,213	118	-	89	928	78	-	-	1,003	111	-	74	751	67	-	-
2014	강동구	천호2동	982	412	-	-	550	20	-	-	910	374	-	-	517	19	-	-
2014	강동구	길동	1,369	131	-	79	945	214	-	-	1,212	62	-	79	863	208	-	-
