기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분
2009	강서구	화곡1동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	-	…
2009	강서구	우장산동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	-	…
2009	구로구	소계	10,876	2,136	311	5,921	5,365	556	20	112	2,376	9,404	1,983	290	5,037	4,548	489	19	88	1,987
2009	구로구	신도림동	…	98	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	구로1동	…	164	-	…	…	-	-	32	…	…	…	…	…	…	…	-	…	…
2009	구로구	구로3동	…	195	-	…	…	153	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	구로4동	…	235	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	구로5동	…	140	-	…	…	138	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	고척1동	…	84	146	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	고척2동	…	79	86	…	…	40	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	개봉2동	…	96	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	개봉3동	…	141	-	…	…	74	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	오류1동	…	79	-	…	…	-	-	80	…	…	…	…	…	…	…	-	…	…
2009	구로구	오류2동	…	186	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	수궁동	…	210	-	…	…	-	20	-	…	…	…	…	…	…	…	19	…	…
2009	구로구	가리봉동	…	131	-	…	…	78	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	구로2동	…	197	-	…	…	52	-	-	…	…	…	…	…	…	…	-	…	…
2009	구로구	개봉1동	…	101	79	…	…	21	-	-	…	…	…	…	…	…	…	-	…	…
2009	금천구	소계	8,348	1,028	-	5,970	4,519	1,451	-	88	1,262	6,776	964	-	4,771	3,558	1,213	-	66	975
2009	금천구	가산동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	독산1동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	독산2동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	독산3동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	독산4동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	시흥1동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	시흥2동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	시흥3동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	시흥4동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	금천구	시흥5동	…	…	-	…	…	…	-	…	…	…	…	-	…	…	…	-	…	…
2009	영등포구	소계	9,346	1,847	250	5,265	4,940	325	-	751	1,233	8,007	1,702	230	4,486	4,218	268	-	601	988
2009	영등포구	여의동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	당산1동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	당산2동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	양평1동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	양평2동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	신길1동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	신길3동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	신길4동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	신길5동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	신길6동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	신길7동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	대림1동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	대림2동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	대림3동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	영등포본동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	영등포동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	도림동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	영등포구	문래동	…	…	…	…	…	…	-	…	…	…	…	…	…	…	…	-	…	…
2009	동작구	소계	8,378	2,693	103	4,236	4,075	161	38	39	1,269	7,083	2,521	95	3,332	3,226	106	38	26	1,071
2009	동작구	노량진2동	…	…	-	…	…	20	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	상도1동	…	…	63	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	상도2동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	상도3동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	상도4동	…	…	-	…	…	-	38	-	…	…	…	…	…	…	…	38	…	…
2009	동작구	사당1동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	사당3동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	사당4동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	사당5동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	대방동	…	…	20	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	신대방1동	…	…	-	…	…	-	-	39	…	…	…	…	…	…	…	-	…	…
2009	동작구	신대방2동	…	…	-	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	흑석동	…	…	-	…	…	101	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	노량진1동	…	…	-	…	…	40	-	-	…	…	…	…	…	…	…	-	…	…
2009	동작구	사당2동	…	…	20	…	…	-	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	소계	10,988	2,948	237	5,619	4,574	1,045	-	259	1,925	9,252	2,666	158	4,562	3,790	772	-	243	1,623
2009	관악구	보라매동	…	79	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	청림동	…	-	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	행운동	…	170	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	낙성대동	…	-	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	중앙동	…	79	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	인헌동	…	75	-	…	…	…	-	194	…	…	…	…	…	…	…	-	…	…
2009	관악구	남현동	…	-	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	서원동	…	292	-	…	…	…	-	16	…	…	…	…	…	…	…	-	…	…
2009	관악구	신원동	…	-	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	서림동	…	59	39	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	신사동	…	207	59	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	신림동	…	316	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	난향동	…	79	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	조원동	…	-	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	대학동	…	277	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	은천동	…	673	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	성현동	…	-	47	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	청룡동	…	79	-	…	…	…	-	49	…	…	…	…	…	…	…	-	…	…
2009	관악구	난곡동	…	-	52	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	삼성동	…	381	40	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	관악구	미성동	…	182	-	…	…	…	-	-	…	…	…	…	…	…	…	-	…	…
2009	서초구	소계	6,608	1,815	-	2,739	2,503	236	53	913	1,088	5,638	1,717	-	2,257	2,026	231	38	756	870
2009	서초구	서초1동	…	…	-	…	…	…	…	249	…	…	…	-	…	…	-	…	…	…
2009	서초구	서초2동	…	…	-	…	…	…	…	205	…	…	…	-	…	…	-	…	…	…
2009	서초구	서초3동	…	…	-	…	…	…	…	232	…	…	…	-	…	…	-	…	…	…
2009	서초구	서초4동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	잠원동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	반포본동	…	…	-	…	…	…	…	22	…	…	…	-	…	…	-	…	…	…
2009	서초구	반포1동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	반포2동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	반포3동	…	…	-	…	…	…	…	77	…	…	…	-	…	…	-	…	…	…
2009	서초구	반포4동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	방배본동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	방배1동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	방배2동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	방배3동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	방배4동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	양재1동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	양재2동	…	…	-	…	…	…	…	-	…	…	…	-	…	…	-	…	…	…
2009	서초구	내곡동	…	…	-	…	…	…	…	128	…	…	…	-	…	…	-	…	…	…
2009	강남구	소계	8,373	3,347	-	3,492	3,492	-	-	676	858	6,937	3,085	-	2,716	2,716	-	-	455	681
2009	강남구	신사동	…	278	-	116	116	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	논현1동	…	146	-	203	203	-	-	35	…	…	…	-	…	…	-	-	…	…
2009	강남구	논현2동	…	114	-	56	56	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	삼성1동	…	160	-	126	126	-	-	225	…	…	…	-	…	…	-	-	…	…
2009	강남구	삼성2동	…	91	-	200	200	-	-	49	…	…	…	-	…	…	-	-	…	…
2009	강남구	대치1동	…	137	-	52	52	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	대치4동	…	162	-	299	299	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	역삼1동	…	69	-	331	331	-	-	39	…	…	…	-	…	…	-	-	…	…
2009	강남구	역삼2동	…	74	-	96	96	-	-	39	…	…	…	-	…	…	-	-	…	…
2009	강남구	도곡1동	…	159	-	278	278	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	도곡2동	…	293	-	-	-	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	개포1동	…	202	-	239	239	-	-	39	…	…	…	-	…	…	-	-	…	…
2009	강남구	개포4동	…	312	-	319	319	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	일원본동	…	89	-	37	37	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	일원1동	…	130	-	481	481	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	일원2동	…	-	-	-	-	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	수서동	…	253	-	310	310	-	-	250	…	…	…	-	…	…	-	-	…	…
2009	강남구	세곡동	…	176	-	-	-	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	청담동	…	168	-	248	248	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	대치2동	…	51	-	60	60	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	강남구	개포2동	…	283	-	41	41	-	-	-	…	…	…	-	…	…	-	-	…	…
2009	송파구	소계	11,938	2,850	84	5,889	5,300	589	-	433	2,682	10,345	2,653	79	5,040	4,600	440	-	379	2,194
2009	송파구	풍납1동	…	90	-	…	…	…	-	167	…	…	…	-	…	…	…	-	…	…
2009	송파구	풍납2동	…	223	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	거여1동	…	133	84	…	…	…	-	-	…	…	…	79	…	…	…	-	…	…
2009	송파구	거여2동	…	169	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	마천1동	…	283	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	마천2동	…	180	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	방이1동	…	-	-	…	…	…	-	72	…	…	…	-	…	…	…	-	…	…
2009	송파구	방이2동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	오륜동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	오금동	…	113	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	송파1동	…	284	-	…	…	…	-	37	…	…	…	-	…	…	…	-	…	…
2009	송파구	송파2동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	석촌동	…	89	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	삼전동	…	80	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	가락본동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	가락1동	…	365	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	가락2동	…	27	-	…	…	…	-	32	…	…	…	-	…	…	…	-	…	…
2009	송파구	문정1동	…	91	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	문정2동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	장지동	…	252	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	잠실본동	…	305	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	잠실4동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	잠실6동	…	166	-	…	…	…	-	125	…	…	…	-	…	…	…	-	…	…
2009	송파구	잠실7동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	잠실2동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	송파구	잠실3동	…	-	-	…	…	…	-	-	…	…	…	-	…	…	…	-	…	…
2009	강동구	소계	9,836	1,796	87	6,286	6,207	79	-	54	1,613	8,320	1,701	87	5,184	5,110	74	-	48	1,300
2009	강동구	강일동	…	-	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	상일동	…	135	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	명일1동	…	74	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	명일2동	…	-	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	고덕1동	…	201	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	고덕2동	…	79	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	암사2동	…	102	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	암사3동	…	77	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	천호1동	…	221	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	천호3동	…	79	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	성내1동	…	62	-	…	…	-	-	54	…	…	…	-	…	…	-	-	48	…
2009	강동구	성내2동	…	80	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	성내3동	…	94	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	둔촌1동	…	-	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	둔촌2동	…	113	87	…	…	-	-	-	…	…	…	87	…	…	-	-	-	…
2009	강동구	암사1동	…	116	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	천호2동	…	363	-	…	…	-	-	-	…	…	…	-	…	…	-	-	-	…
2009	강동구	길동	…	-	-	…	…	79	-	-	…	…	…	-	…	…	74	-	-	…
