기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분
기간	자치구	동	보육정원수	보육정원수	보육정원수	보육정원수	보육정원수	보육정원수	보육정원수	보육정원수	보육정원수	보육아동수	보육아동수	보육아동수	보육아동수	보육아동수	보육아동수	보육아동수	보육아동수	보육아동수
기간	자치구	동	계	국공립	법인	민간	민간	민간	부모협동	직장	가정	계	국공립	법인	민간	민간	민간	부모협동	직장	가정
기간	자치구	동	계	국공립	법인	계	개인	단체(법인외)	부모협동	직장	가정	계	국공립	법인	계	개인	단체(법인외)	부모협동	직장	가정
2011	양천구	신월2동	542	84	-	317	317	-	-	-	141	476	83	-	262	262	-	-	-	131
2011	양천구	신월3동	570	79	-	374	314	60	-	-	117	476	70	-	302	269	33	-	-	104
2011	양천구	신월4동	835	200	-	438	408	30	-	-	197	787	194	-	404	390	14	-	-	189
2011	양천구	신월5동	431	156	-	163	123	40	16	-	96	395	152	-	133	116	17	16	-	94
2011	양천구	신월6동	492	79	-	342	342	-	-	-	71	382	47	-	273	273	-	-	-	62
2011	양천구	신월7동	805	104	-	631	631	-	-	-	70	777	93	-	614	614	-	-	-	70
2011	양천구	신정1동	343	104	-	119	119	-	-	-	120	280	77	-	115	115	-	-	-	88
2011	양천구	신정2동	251	79	-	120	120	-	-	-	52	238	77	-	120	120	-	-	-	41
2011	양천구	신정3동	1,635	406	-	605	605	-	-	-	624	1,399	297	-	576	576	-	-	-	526
2011	양천구	신정6동	448	-	-	206	206	-	-	98	144	373	-	-	186	186	-	-	56	131
2011	양천구	신정7동	659	381	-	74	74	-	-	-	204	582	333	-	66	66	-	-	-	183
2011	양천구	목5동	496	173	-	167	167	-	-	-	156	476	161	-	165	165	-	-	-	150
2011	양천구	신정4동	1,178	342	-	695	665	30	-	-	141	1,086	314	-	644	624	20	-	-	128
2011	강서구	소계	14,577	2,633	341	8,112	7,902	210	34	148	3,309	13,039	2,407	330	7,250	7,051	199	27	111	2,914
2011	강서구	염창동	944	84	49	492	492	-	-	-	319	868	78	45	452	452	-	-	-	293
2011	강서구	등촌1동	333	84	-	102	102	-	-	-	147	308	79	-	99	99	-	-	-	130
2011	강서구	등촌2동	405	72	-	254	254	-	-	-	79	284	54	-	160	160	-	-	-	70
2011	강서구	등촌3동	1,092	451	-	515	515	-	-	-	126	873	389	-	387	387	-	-	-	97
2011	강서구	화곡본동	1,032	79	-	783	724	59	-	-	170	906	79	-	686	629	57	-	-	141
2011	강서구	화곡2동	704	141	-	477	417	60	-	-	86	669	138	-	457	401	56	-	-	74
2011	강서구	화곡3동	726	111	-	406	406	-	-	99	110	618	110	-	354	354	-	-	64	90
2011	강서구	화곡4동	823	79	-	726	726	-	-	-	18	761	79	-	672	672	-	-	-	10
2011	강서구	화곡6동	732	86	-	501	501	-	-	49	96	640	76	-	442	442	-	-	47	75
2011	강서구	화곡8동	832	79	-	445	405	40	34	-	274	788	79	-	432	397	35	27	-	250
2011	강서구	가양1동	308	87	-	64	64	-	-	-	157	269	84	-	46	46	-	-	-	139
2011	강서구	가양2동	402	267	20	96	96	-	-	-	19	334	202	20	93	93	-	-	-	19
2011	강서구	가양3동	340	79	-	141	141	-	-	-	120	294	74	-	109	109	-	-	-	111
2011	강서구	발산1동	930	49	99	454	454	-	-	-	328	897	49	99	447	447	-	-	-	302
2011	강서구	공항동	588	104	173	174	174	-	-	-	137	499	87	166	122	122	-	-	-	124
2011	강서구	방화1동	919	122	-	552	552	-	-	-	245	842	110	-	525	525	-	-	-	207
2011	강서구	방화2동	603	116	-	314	263	51	-	-	173	547	116	-	268	217	51	-	-	163
2011	강서구	방화3동	625	149	-	356	356	-	-	-	120	592	141	-	349	349	-	-	-	102
2011	강서구	화곡1동	1,225	163	-	901	901	-	-	-	161	1,123	154	-	821	821	-	-	-	148
2011	강서구	우장산동	1,014	231	-	359	359	-	-	-	424	927	229	-	329	329	-	-	-	369
2011	구로구	소계	12,431	2,327	311	6,386	5,796	590	97	266	3,044	11,211	2,199	289	5,761	5,302	459	89	151	2,722
2011	구로구	신도림동	723	98	-	285	285	-	-	-	340	693	96	-	282	282	-	-	-	315
2011	구로구	구로1동	740	164	-	129	129	-	-	104	343	625	153	-	126	126	-	-	46	300
2011	구로구	구로3동	725	195	-	269	116	153	-	-	261	649	183	-	244	101	143	-	-	222
2011	구로구	구로4동	757	235	-	211	211	-	-	-	311	738	229	-	208	208	-	-	-	301
2011	구로구	구로5동	1,009	140	-	733	575	158	-	-	136	945	138	-	683	563	120	-	-	124
2011	구로구	고척1동	816	84	146	443	443	-	-	-	143	723	82	135	384	384	-	-	-	122
2011	구로구	고척2동	1,035	79	86	728	668	60	-	-	142	857	79	77	594	552	42	-	-	107
2011	구로구	개봉2동	1,028	96	-	530	530	-	-	-	402	893	95	-	460	460	-	-	-	338
2011	구로구	개봉3동	806	141	-	527	453	74	-	-	138	748	134	-	503	434	69	-	-	111
2011	구로구	오류1동	556	79	-	291	291	-	19	113	54	497	76	-	264	264	-	19	84	54
2011	구로구	오류2동	1,124	380	-	354	354	-	19	-	371	1,046	340	-	328	328	-	19	-	359
2011	구로구	수궁동	788	215	-	431	431	-	59	-	83	732	200	-	399	399	-	51	-	82
2011	구로구	가리봉동	375	126	-	229	151	78	-	-	20	328	117	-	204	139	65	-	-	7
2011	구로구	구로2동	964	197	-	604	558	46	-	49	114	827	187	-	517	517	-	-	21	102
2011	구로구	개봉1동	985	98	79	622	601	21	-	-	186	910	90	77	565	545	20	-	-	178
2011	금천구	소계	8,449	1,114	223	5,528	4,413	1,115	-	88	1,496	7,176	1,014	213	4,696	3,758	938	-	67	1,186
2011	금천구	가산동	657	125	-	475	212	263	-	-	57	514	87	-	391	162	229	-	-	36
2011	금천구	독산1동	773	121	-	311	212	99	-	49	292	664	117	-	252	159	93	-	33	262
2011	금천구	독산2동	1,131	79	-	894	834	60	-	-	158	912	72	-	715	664	51	-	-	125
2011	금천구	독산3동	996	173	-	738	649	89	-	-	85	907	157	-	688	605	83	-	-	62
2011	금천구	독산4동	715	77	-	563	563	-	-	-	75	578	76	-	462	462	-	-	-	40
2011	금천구	시흥1동	956	197	-	467	271	196	-	39	253	810	194	-	436	254	182	-	34	146
2011	금천구	시흥2동	553	52	-	144	104	40	-	-	357	490	44	-	120	83	37	-	-	326
2011	금천구	시흥3동	300	99	-	201	112	89	-	-	-	255	90	-	165	100	65	-	-	-
2011	금천구	시흥4동	1,010	68	-	816	660	156	-	-	126	900	68	-	728	585	143	-	-	104
2011	금천구	시흥5동	1,358	123	223	919	796	123	-	-	93	1,146	109	213	739	684	55	-	-	85
2011	영등포구	소계	10,056	1,865	210	5,314	5,069	245	-	1,113	1,554	8,813	1,773	191	4,641	4,465	176	-	867	1,341
2011	영등포구	여의동	1,170	45	-	-	-	-	-	1,031	94	925	43	-	-	-	-	-	795	87
2011	영등포구	당산1동	629	106	-	455	455	-	-	37	31	588	104	-	422	422	-	-	33	29
2011	영등포구	당산2동	635	-	-	442	442	-	-	-	193	596	-	-	408	408	-	-	-	188
2011	영등포구	양평1동	448	158	-	154	154	-	-	-	136	412	151	-	149	149	-	-	-	112
2011	영등포구	양평2동	500	64	44	193	107	86	-	45	154	399	61	42	137	86	51	-	39	120
2011	영등포구	신길1동	446	94	20	252	252	-	-	-	80	399	94	19	231	231	-	-	-	55
2011	영등포구	신길3동	360	59	-	272	272	-	-	-	29	286	57	-	203	203	-	-	-	26
2011	영등포구	신길4동	586	148	-	409	369	40	-	-	29	533	145	-	371	331	40	-	-	17
2011	영등포구	신길5동	305	117	20	168	168	-	-	-	-	255	112	20	123	123	-	-	-	-
2011	영등포구	신길6동	901	160	-	619	619	-	-	-	122	820	150	-	571	571	-	-	-	99
2011	영등포구	신길7동	499	137	-	290	250	40	-	-	72	387	134	-	189	172	17	-	-	64
2011	영등포구	대림1동	380	59	-	243	243	-	-	-	78	306	58	-	182	182	-	-	-	66
2011	영등포구	대림2동	614	89	-	505	505	-	-	-	20	563	89	-	454	454	-	-	-	20
2011	영등포구	대림3동	697	229	-	384	384	-	-	-	84	652	213	-	365	365	-	-	-	74
2011	영등포구	영등포본동	443	133	-	182	182	-	-	-	128	406	124	-	167	167	-	-	-	115
2011	영등포구	영등포동	578	99	47	432	393	39	-	-	-	502	79	37	386	352	34	-	-	-
2011	영등포구	도림동	330	133	79	40	-	40	-	-	78	297	125	73	34	-	34	-	-	65
2011	영등포구	문래동	535	35	-	274	274	-	-	-	226	487	34	-	249	249	-	-	-	204
2011	동작구	소계	8,526	2,597	103	4,146	4,106	40	38	94	1,548	7,460	2,537	96	3,434	3,401	33	38	69	1,286
2011	동작구	노량진2동	279	139	-	105	105	-	-	35	-	241	130	-	85	85	-	-	26	-
2011	동작구	상도1동	942	487	63	257	257	-	-	-	135	899	482	58	247	247	-	-	-	112
2011	동작구	상도2동	531	129	-	235	235	-	-	-	167	404	125	-	182	182	-	-	-	97
2011	동작구	상도3동	783	144	-	576	576	-	-	-	63	706	143	-	503	503	-	-	-	60
2011	동작구	상도4동	887	123	-	562	562	-	38	-	164	772	123	-	451	451	-	38	-	160
2011	동작구	사당1동	667	205	-	446	446	-	-	-	16	621	204	-	402	402	-	-	-	15
2011	동작구	사당3동	473	256	-	198	198	-	-	-	19	444	251	-	174	174	-	-	-	19
2011	동작구	사당4동	359	47	-	254	254	-	-	-	58	332	47	-	227	227	-	-	-	58
2011	동작구	사당5동	330	178	-	50	50	-	-	-	102	257	177	-	24	24	-	-	-	56
2011	동작구	대방동	574	241	20	207	207	-	-	-	106	540	233	19	189	189	-	-	-	99
2011	동작구	신대방1동	513	79	-	324	324	-	-	-	110	454	75	-	273	273	-	-	-	106
2011	동작구	신대방2동	380	79	-	177	177	-	-	39	85	336	77	-	160	160	-	-	31	68
2011	동작구	흑석동	647	210	-	318	318	-	-	20	99	458	203	-	151	151	-	-	12	92
2011	동작구	노량진1동	590	120	-	236	196	40	-	-	234	472	113	-	170	137	33	-	-	189
2011	동작구	사당2동	571	160	20	201	201	-	-	-	190	524	154	19	196	196	-	-	-	155
2011	관악구	소계	11,023	3,042	230	5,353	4,466	887	37	454	1,907	10,007	2,814	189	4,913	4,124	789	37	282	1,772
2011	관악구	보라매동	528	79	-	389	389	-	-	-	60	486	75	-	365	365	-	-	-	46
2011	관악구	청림동	374	105	-	23	23	-	-	-	246	351	100	-	21	21	-	-	-	230
2011	관악구	행운동	488	65	-	316	164	152	-	-	107	447	65	-	278	133	145	-	-	104
2011	관악구	낙성대동	581	75	-	327	155	172	-	159	20	419	72	-	292	146	146	-	35	20
2011	관악구	중앙동	206	79	-	115	50	65	-	-	12	194	76	-	113	48	65	-	-	5
2011	관악구	인헌동	546	88	-	409	409	-	-	-	49	525	88	-	390	390	-	-	-	47
2011	관악구	남현동	224	-	-	153	153	-	-	-	71	196	-	-	135	135	-	-	-	61
2011	관악구	서원동	371	153	-	167	167	-	-	-	51	350	150	-	157	157	-	-	-	43
2011	관악구	신원동	499	139	-	328	328	-	-	16	16	412	99	-	281	281	-	-	16	16
2011	관악구	서림동	287	59	39	97	97	-	-	-	92	257	54	26	93	93	-	-	-	84
2011	관악구	신사동	589	119	-	404	404	-	-	-	66	528	104	-	365	365	-	-	-	59
2011	관악구	신림동	266	88	59	119	119	-	-	-	-	233	88	57	88	88	-	-	-	-
2011	관악구	난향동	460	137	-	179	108	71	-	-	144	432	126	-	174	106	68	-	-	132
2011	관악구	조원동	494	114	-	306	257	49	-	-	74	439	106	-	259	217	42	-	-	74
2011	관악구	대학동	507	79	-	179	39	140	-	230	19	420	79	-	139	39	100	-	184	18
2011	관악구	은천동	1,003	379	-	384	384	-	-	-	240	941	338	-	367	367	-	-	-	236
2011	관악구	성현동	797	179	40	302	302	-	37	-	239	730	137	33	297	297	-	37	-	226
2011	관악구	청룡동	696	237	-	319	250	69	-	49	91	665	226	-	307	242	65	-	47	85
2011	관악구	난곡동	657	178	52	398	361	37	-	-	29	649	178	52	390	353	37	-	-	29
2011	관악구	삼성동	614	381	40	66	46	20	-	-	127	540	354	21	52	32	20	-	-	113
2011	관악구	미성동	836	309	-	373	261	112	-	-	154	793	299	-	350	249	101	-	-	144
2011	서초구	소계	7,345	1,815	-	2,923	2,686	237	82	1,208	1,317	6,434	1,746	-	2,574	2,337	237	75	887	1,152
2011	서초구	서초1동	585	162	-	139	139	-	-	249	35	515	159	-	113	113	-	-	214	29
2011	서초구	서초2동	614	106	-	36	36	-	-	362	110	420	106	-	29	29	-	-	191	94
2011	서초구	서초3동	613	59	-	203	203	-	49	267	35	522	53	-	185	185	-	45	214	25
2011	서초구	서초4동	108	-	-	89	89	-	-	-	19	108	-	-	89	89	-	-	-	19
2011	서초구	잠원동	384	79	-	138	138	-	-	-	167	365	75	-	136	136	-	-	-	154
2011	서초구	반포본동	69	-	-	-	-	-	-	27	42	51	-	-	-	-	-	-	21	30
2011	서초구	반포1동	367	174	-	95	95	-	-	-	98	329	158	-	87	87	-	-	-	84
2011	서초구	반포2동	295	-	-	235	235	-	-	-	60	266	-	-	210	210	-	-	-	56
2011	서초구	반포3동	503	169	-	63	63	-	-	-	271	464	163	-	63	63	-	-	-	238
2011	서초구	반포4동	501	233	-	136	136	-	-	77	55	468	227	-	130	130	-	-	73	38
2011	서초구	방배본동	57	-	-	46	46	-	-	-	11	46	-	-	40	40	-	-	-	6
2011	서초구	방배1동	105	30	-	37	37	-	-	-	38	88	26	-	36	36	-	-	-	26
2011	서초구	방배2동	712	127	-	474	237	237	-	-	111	669	127	-	446	209	237	-	-	96
2011	서초구	방배3동	562	245	-	262	262	-	-	-	55	490	234	-	201	201	-	-	-	55
2011	서초구	방배4동	518	-	-	395	395	-	-	-	123	466	-	-	350	350	-	-	-	116
2011	서초구	양재1동	601	121	-	325	325	-	33	49	73	538	113	-	273	273	-	30	49	73
2011	서초구	양재2동	576	263	-	250	250	-	-	49	14	486	260	-	186	186	-	-	27	13
2011	서초구	내곡동	175	47	-	-	-	-	-	128	-	143	45	-	-	-	-	-	98	-
2011	강남구	소계	9,051	3,505	-	3,532	3,532	-	-	933	1,081	7,885	3,244	-	3,100	3,100	-	-	685	856
2011	강남구	신사동	354	200	-	116	116	-	-	-	38	330	188	-	107	107	-	-	-	35
2011	강남구	논현1동	455	187	-	213	213	-	-	35	20	407	164	-	200	200	-	-	24	19
2011	강남구	논현2동	207	114	-	93	93	-	-	-	-	177	105	-	72	72	-	-	-	-
2011	강남구	삼성1동	589	249	-	62	62	-	-	278	-	511	238	-	59	59	-	-	214	-
2011	강남구	삼성2동	591	91	-	264	264	-	-	141	95	488	75	-	244	244	-	-	85	84
2011	강남구	대치1동	230	91	-	124	124	-	-	-	15	219	89	-	115	115	-	-	-	15
2011	강남구	대치4동	444	162	-	205	205	-	-	60	17	346	153	-	129	129	-	-	48	16
2011	강남구	역삼1동	507	69	-	357	357	-	-	81	-	420	53	-	327	327	-	-	40	-
2011	강남구	역삼2동	424	138	-	187	187	-	-	49	50	376	126	-	161	161	-	-	40	49
2011	강남구	도곡1동	391	159	-	173	173	-	-	-	59	350	141	-	155	155	-	-	-	54
2011	강남구	도곡2동	286	270	-	-	-	-	-	-	16	265	249	-	-	-	-	-	-	16
2011	강남구	개포1동	225	13	-	128	128	-	-	-	84	146	11	-	73	73	-	-	-	62
2011	강남구	개포4동	845	312	-	448	448	-	-	-	85	756	292	-	385	385	-	-	-	79
2011	강남구	일원본동	672	95	-	287	287	-	-	250	40	556	89	-	229	229	-	-	207	31
2011	강남구	일원1동	479	113	-	303	303	-	-	-	63	455	107	-	290	290	-	-	-	58
2011	강남구	일원2동	375	189	-	46	46	-	-	39	101	343	177	-	45	45	-	-	27	94
2011	강남구	수서동	372	249	-	106	106	-	-	-	17	339	231	-	103	103	-	-	-	5
2011	강남구	세곡동	500	176	-	94	94	-	-	-	230	400	173	-	93	93	-	-	-	134
2011	강남구	압구정동	89	89	-	-	-	-	-	-	-	66	66	-	-	-	-	-	-	-
2011	강남구	청담동	432	184	-	248	248	-	-	-	-	415	179	-	236	236	-	-	-	-
2011	강남구	대치2동	330	281	-	-	-	-	-	-	49	295	265	-	-	-	-	-	-	30
2011	강남구	개포2동	254	74	-	78	78	-	-	-	102	225	73	-	77	77	-	-	-	75
2011	송파구	소계	13,247	3,086	84	6,410	6,086	324	-	524	3,143	12,175	2,950	84	5,873	5,568	305	-	467	2,801
2011	송파구	풍납1동	398	90	-	215	215	-	-	-	93	378	90	-	199	199	-	-	-	89
2011	송파구	풍납2동	1,013	268	-	407	407	-	-	167	171	911	251	-	345	345	-	-	163	152
2011	송파구	거여1동	771	133	84	401	401	-	-	-	153	732	132	84	378	378	-	-	-	138
2011	송파구	거여2동	649	176	-	333	313	20	-	-	140	589	168	-	306	287	19	-	-	115
2011	송파구	마천1동	675	283	-	261	181	80	-	-	131	659	274	-	258	180	78	-	-	127
2011	송파구	마천2동	795	180	-	426	365	61	-	-	189	712	168	-	376	318	58	-	-	168
2011	송파구	방이1동	271	-	-	253	253	-	-	-	18	258	-	-	241	241	-	-	-	17
2011	송파구	방이2동	291	-	-	117	97	20	-	-	174	274	-	-	115	96	19	-	-	159
2011	송파구	오륜동	99	-	-	-	-	-	-	99	-	74	-	-	-	-	-	-	74	-
2011	송파구	오금동	545	113	-	339	339	-	-	-	93	497	112	-	306	306	-	-	-	79
2011	송파구	송파1동	631	284	-	189	169	20	-	37	121	601	282	-	179	159	20	-	34	106
2011	송파구	송파2동	211	-	-	138	138	-	-	-	73	197	-	-	129	129	-	-	-	68
2011	송파구	석촌동	859	89	-	673	653	20	-	-	97	822	88	-	647	627	20	-	-	87
2011	송파구	삼전동	853	80	-	724	660	64	-	-	49	710	77	-	593	531	62	-	-	40
2011	송파구	가락본동	696	131	-	396	396	-	-	64	105	631	130	-	370	370	-	-	55	76
2011	송파구	가락1동	402	365	-	-	-	-	-	-	37	357	324	-	-	-	-	-	-	33
2011	송파구	가락2동	763	27	-	558	558	-	-	32	146	696	27	-	514	514	-	-	26	129
2011	송파구	문정1동	377	91	-	197	197	-	-	-	89	370	91	-	197	197	-	-	-	82
2011	송파구	문정2동	20	-	-	-	-	-	-	-	20	20	-	-	-	-	-	-	-	20
2011	송파구	장지동	960	305	-	314	314	-	-	-	341	887	291	-	287	287	-	-	-	309
2011	송파구	잠실본동	551	149	-	336	297	39	-	-	66	492	142	-	301	272	29	-	-	49
2011	송파구	잠실4동	527	166	-	28	28	-	-	48	285	495	154	-	28	28	-	-	46	267
2011	송파구	잠실6동	169	-	-	-	-	-	-	77	92	147	-	-	-	-	-	-	69	78
2011	송파구	잠실2동	483	156	-	70	70	-	-	-	257	464	149	-	70	70	-	-	-	245
2011	송파구	잠실3동	238	-	-	35	35	-	-	-	203	202	-	-	34	34	-	-	-	168
2011	강동구	소계	12,248	1,947	87	7,530	7,332	198	-	54	2,630	10,655	1,836	87	6,485	6,301	184	-	54	2,193
2011	강동구	강일동	1,230	60	-	385	353	32	-	-	785	1,076	59	-	360	329	31	-	-	657
2011	강동구	상일동	517	135	-	218	218	-	-	-	164	445	124	-	194	194	-	-	-	127
2011	강동구	명일1동	676	74	-	412	412	-	-	-	190	619	74	-	387	387	-	-	-	158
2011	강동구	명일2동	208	-	-	149	149	-	-	-	59	185	-	-	132	132	-	-	-	53
2011	강동구	고덕1동	679	201	-	446	446	-	-	-	32	620	196	-	393	393	-	-	-	31
2011	강동구	고덕2동	421	79	-	207	207	-	-	-	135	361	77	-	166	166	-	-	-	118
2011	강동구	암사2동	577	102	-	293	293	-	-	-	182	481	96	-	223	223	-	-	-	162
2011	강동구	암사3동	406	77	-	211	211	-	-	-	118	396	76	-	203	203	-	-	-	117
2011	강동구	천호1동	790	221	-	448	448	-	-	-	121	665	213	-	362	362	-	-	-	90
2011	강동구	천호3동	560	79	-	404	404	-	-	-	77	524	74	-	392	392	-	-	-	58
2011	강동구	성내1동	550	62	-	283	283	-	-	54	151	487	62	-	272	272	-	-	54	99
2011	강동구	성내2동	706	80	-	517	517	-	-	-	109	566	80	-	401	401	-	-	-	85
2011	강동구	성내3동	705	94	-	555	468	87	-	-	56	652	91	-	512	436	76	-	-	49
2011	강동구	둔촌1동	114	-	-	-	-	-	-	-	114	84	-	-	-	-	-	-	-	84
2011	강동구	둔촌2동	699	160	87	342	342	-	-	-	110	678	152	87	338	338	-	-	-	101
2011	강동구	암사1동	1,017	111	-	867	867	-	-	-	39	806	107	-	667	667	-	-	-	32
2011	강동구	천호2동	909	412	-	478	478	-	-	-	19	773	355	-	401	401	-	-	-	17
2011	강동구	길동	1,484	-	-	1,315	1,236	79	-	-	169	1,237	-	-	1,082	1,005	77	-	-	155
